id,source,title,agency,activity_type,posted_date,deadline,award_ceiling,currency,startup_eligible,consortium_eligible,keyword_score,semantic_score,combined_score,matched_topics,high_priority,url
SBIR-356680,SBIR/STTR,Revision Applications for Validation of Biomarker Assays Developed Through NIH-Supported Research Grants (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-10,2026-10-14,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356680
SBIR-356530,SBIR/STTR,BRAIN Initiative: Reagent Resources for Brain Cell Type-Specific Access to Broaden Distribution of Enabling Technologies for Neuroscience (U24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-09-25,2027-06-15,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356530
SBIR-356510,SBIR/STTR,BRAIN Initiative: Optimization of Instrumentation and Device Technologies for Recording and Modulation in the Nervous System (U01 Clinical Trials Not Allowed),HHS-NIH11,Grant,2024-09-24,2026-06-16,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356510
SBIR-356250,SBIR/STTR,NLM Information Resource Grants to Reduce Health Disparities and Promote Health for All (G08 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-08-28,2026-05-25,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356250
SBIR-355936,SBIR/STTR,National Training Center for Title X and Teen Pregnancy Prevention (TPP),HHS-OPHS,Grant,2024-08-07,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355936
SBIR-355241,SBIR/STTR,Standardizing Data and Metadata from Wearable Devices (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-07-02,2026-06-10,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355241
SBIR-353055,SBIR/STTR,BRAIN Initiative: Preclinical Proof of Concept for Novel Recording and Modulation Technologies in the Human CNS (R18 - Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-03-19,2027-01-28,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353055
SBIR-352511,SBIR/STTR,BRAIN Initiative: Production and distribution facilities for brain cell type-specific access reagents (U24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-02-20,2026-07-01,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/352511
SBIR-349618,SBIR/STTR,National Centers for Biomedical Imaging and Bioengineering (NCBIB) (P41 Clinical Trials Optional),HHS-NIH11,Grant,2023-07-28,2026-09-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/349618
SBIR-348813,SBIR/STTR,Advanced Laboratories for Accelerating the Reach and Impact of Treatments for Youth and Adults with Mental Illness (ALACRITY) Research Centers (P50 Clinical Trial Optional),HHS-NIH11,Grant,2023-06-20,2026-05-18,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/348813
SBIR-336506,SBIR/STTR,Leading Edge Acceleration Projects for Health IT (LEAP),HHS-OS-ONC,Grant,2021-11-10,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/336506
GRANTS-GOV-362004,Grants.gov,National Paralysis Resource Center,HHS-ACL,Grant,2026-04-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/362004
GRANTS-GOV-361997,Grants.gov,Centers of Excellence in Healthcare Quality and Safety,HHS-CDC-NCEZID,Grant,2026-04-21,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361997
GRANTS-GOV-361994,Grants.gov,Resident Opportunity and Self-Sufficiency Service Coordinator (ROSS-SC) Program &ndash; Fiscal Year 2026,HUD,Grant,2026-04-21,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361994
GRANTS-GOV-361977,Grants.gov,Circles of Care for American Indian/Alaska Natives (AI/AN),HHS-SAMHS-SAMHSA,Grant,2026-04-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361977
GRANTS-GOV-361978,Grants.gov,Tribal Behavioral Health Substance Use Prevention,HHS-SAMHS-SAMHSA,Grant,2026-04-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361978
GRANTS-GOV-361918,Grants.gov,National HIV Behavioral Surveillance,HHS-CDC-NCHHSTP,Grant,2026-04-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361918
GRANTS-GOV-361931,Grants.gov,Advancing Global Capacity to Detect and Respond to Fungal Diseases,HHS-CDC-NCEZID,Grant,2026-04-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361931
GRANTS-GOV-361882,Grants.gov,Women's Initiative for Screening and Health (WISH),HHS-HRSA,Grant,2026-04-13,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361882
GRANTS-GOV-361855,Grants.gov,ACL National Chronic Disease Self-Management Education Resource Center,HHS-ACL,Grant,2026-04-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361855
GRANTS-GOV-361831,Grants.gov,Cooperative Program for Modeling Clinical Transplantation,HHS-NIH11,Grant,2026-04-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361831
GRANTS-GOV-361834,Grants.gov,Telehealth Centers of Excellence,HHS-HRSA,Grant,2026-04-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361834
GRANTS-GOV-361821,Grants.gov,HIV/AIDS Clinical Trials Network Clinical Trials Units,HHS-NIH11,Grant,2026-04-08,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361821
GRANTS-GOV-361815,Grants.gov,HIV/AIDS Clinical Trials Network Leadership and Operations Centers,HHS-NIH11,Grant,2026-04-08,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361815
GRANTS-GOV-361816,Grants.gov,HIV/AIDS Clinical Trials Network Statistical and Data Management Centers,HHS-NIH11,Grant,2026-04-08,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361816
GRANTS-GOV-361817,Grants.gov,Cellular Senescence Network (SenNet): SenNet Data Coordination and Integration Center (SenNet DCIC) (UM1 Clinical Trials Not Allowed),HHS-NIH11,Grant,2026-04-08,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361817
GRANTS-GOV-361769,Grants.gov,NIH Specialized Center Grant (Parent P50),HHS-NIH11,Grant,2026-04-07,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361769
GRANTS-GOV-361798,Grants.gov,Rural Northern Border Region Network Planning Program,HHS-HRSA,Grant,2026-04-07,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361798
GRANTS-GOV-361800,Grants.gov,Fiscal Year 2026 Expanding Nutrition Services,HHS-HRSA,Grant,2026-04-07,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361800
GRANTS-GOV-361757,Grants.gov,Maternal Health Emergency Management Training (MHEMT),HHS-HRSA,Grant,2026-04-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361757
GRANTS-GOV-361616,Grants.gov,Ryan White HIV/AIDs Program Part B States/Territories Supplemental Grant Program,HHS-HRSA,Grant,2026-03-25,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361616
GRANTS-GOV-361560,Grants.gov,"Promoting Cancer Surveillance Workforce, Education, and Data Use",HHS-CDC-NCCDPHP,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361560
GRANTS-GOV-361576,Grants.gov,"Screening, Brief Intervention and Referral to Treatment",HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361576
GRANTS-GOV-361579,Grants.gov,"Treatment, Recovery, and Workforce Support",HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361579
GRANTS-GOV-361580,Grants.gov,"Treatment and Recovery Services for Youth, Young Adults, and Families",HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361580
GRANTS-GOV-361584,Grants.gov,Grants to Expand Substance Use Disorder Treatment Capacity in Adult and Family Treatment Drug Courts,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361584
GRANTS-GOV-361583,Grants.gov,State Pilot Program for Treatment for Pregnant and Postpartum Women,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361583
GRANTS-GOV-361566,Grants.gov,Promoting Integration of Primary and Behavioral Health Care: States,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361566
GRANTS-GOV-361575,Grants.gov,Rural Emergency Medical Services Training,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361575
GRANTS-GOV-361585,Grants.gov,Services Program for Residential Treatment for Pregnant and Postpartum Women,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361585
GRANTS-GOV-361582,Grants.gov,Comprehensive Opioid Recovery Centers,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361582
GRANTS-GOV-361569,Grants.gov,Behavioral Health Mobile Crisis Team Partnerships,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361569
GRANTS-GOV-361572,Grants.gov,Assertive Community Treatment,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361572
GRANTS-GOV-361573,Grants.gov,Statewide Consumer Network,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361573
GRANTS-GOV-361565,Grants.gov,Infant and Early Childhood Mental Health,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361565
GRANTS-GOV-361570,Grants.gov,Mental Health Awareness Training Grants,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361570
GRANTS-GOV-361567,Grants.gov,Behavioral Health Partnerships for Early Diversion of Adults and Youth,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361567
GRANTS-GOV-361571,Grants.gov,Center of Excellence on Eating Disorders,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361571
GRANTS-GOV-361574,Grants.gov,Statewide Family Network,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361574
GRANTS-GOV-361587,Grants.gov,Emergency Department Alternatives to Opioids,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361587
GRANTS-GOV-361578,Grants.gov,Medication-Assisted Treatment - Prescription Drug and Opioid Addiction,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361578
GRANTS-GOV-361577,Grants.gov,First Responders-Comprehensive Addiction and Recovery Act,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361577
GRANTS-GOV-361589,Grants.gov,Center of Excellence for Protected Health Information Related to Behavioral Health,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361589
GRANTS-GOV-361588,Grants.gov,Preventing Drug Overdoses: Community Prevention and Response,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361588
GRANTS-GOV-361590,Grants.gov,Sober Truth on Preventing Underage Drinking Act Grants,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361590
GRANTS-GOV-361591,Grants.gov,Strategic Prevention Framework - Partnerships for Success for Communities/Tribes,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361591
GRANTS-GOV-361586,Grants.gov,"Preventing Youth Overdose: Treatment, Recovery, Education, Awareness and Training",HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361586
GRANTS-GOV-361563,Grants.gov,Trauma-Informed Services in Schools,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361563
GRANTS-GOV-361564,Grants.gov,"Safety Through Recovery, Engagement, and Evidence-Based Treatment and Support",HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361564
GRANTS-GOV-361581,Grants.gov,Tribal Opioid Response,HHS-SAMHS-SAMHSA,Grant,2026-03-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361581
GRANTS-GOV-361556,Grants.gov,"Public Health Strategies to Address Alzheimer's Disease and Related Dementias: The National Healthy Brain Initiative, BOLD Public Health Centers of Excellence, and Public Health Adoption Accelerator",HHS-CDC-NCCDPHP,Grant,2026-03-19,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361556
GRANTS-GOV-361551,Grants.gov,Screening &amp; Treatment for Maternal Mental Health and Substance Use Disorders (MMHSUD),HHS-HRSA,Grant,2026-03-19,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361551
GRANTS-GOV-361532,Grants.gov,Canine Cancer Immunotherapy Network (K9CIN; U01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-03-18,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361532
GRANTS-GOV-361534,Grants.gov,Single source: Childhood Cancer Survivor Study (U24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-03-18,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361534
GRANTS-GOV-361525,Grants.gov,Ryan White HIV/AIDS Program Part F Dental Reimbursement Program,HHS-HRSA,Grant,2026-03-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361525
GRANTS-GOV-361527,Grants.gov,Regional Pediatric Prevention Network,HHS-HRSA,Grant,2026-03-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361527
GRANTS-GOV-361519,Grants.gov,"Impact of Immunotherapies on CNS Outcomes in People with HIV: Potential Benefits, Challenges and Risks",HHS-NIH11,Grant,2026-03-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361519
GRANTS-GOV-361522,Grants.gov,Clinical Trials and Ancillary Studies Conducted within NIH-Funded Clinical Trial Research Networks (UG3/UH3 - Clinical Trial Required),HHS-NIH11,Grant,2026-03-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361522
GRANTS-GOV-361511,Grants.gov,Hereditary Hemorrhagic Telangiectasia (HHT) Center,HHS-HRSA,Grant,2026-03-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361511
GRANTS-GOV-361496,Grants.gov,Transforming Pediatrics for Early Childhood (TPEC) Program,HHS-HRSA,Grant,2026-03-13,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361496
GRANTS-GOV-361451,Grants.gov,Exposomic Contributions to ADRD Pathology and Resilience,HHS-NIH11,Grant,2026-03-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361451
GRANTS-GOV-361447,Grants.gov,"Systematic Testing of Radionuclides in Preclinical Experiments (STRIPE, RP1 Clinical Trial Not Allowed)",HHS-NIH11,Grant,2026-03-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361447
GRANTS-GOV-361449,Grants.gov,"BRAIN Initiative Cell Atlas Network (BICAN): Coordinating Unit for Biostatistics, Informatics, and Engagement (CUBIE)",HHS-NIH11,Grant,2026-03-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361449
GRANTS-GOV-361448,Grants.gov,BRAIN Initiative: Data Archives for the BRAIN Initiative,HHS-NIH11,Grant,2026-03-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361448
GRANTS-GOV-361445,Grants.gov,2026 DFC National Community Anti-Drug Institute Notice of Funding Opportunity,ONDCP,Grant,2026-03-11,2026-05-01,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361445
GRANTS-GOV-361454,Grants.gov,Disaster Distress Helpline (Short Title: DDH),HHS-SAMHS-SAMHSA,Grant,2026-03-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361454
GRANTS-GOV-361442,Grants.gov,Maternal Produce Prescription Program (MP3),HHS-HRSA,Grant,2026-03-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361442
GRANTS-GOV-361438,Grants.gov,"Early-Onset Cancers: Investigating Etiology, Mechanisms, and Early Detection Strategies (RP1 Clinical Trials Optional)",HHS-NIH11,Grant,2026-03-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361438
GRANTS-GOV-361434,Grants.gov,Nursing Workforce Diversity,HHS-HRSA,Grant,2026-03-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361434
GRANTS-GOV-361435,Grants.gov,"&#8203;Nurse Education, Practice, Quality, and Retention - Transition to Practice Program (NEPQR-TPP)",HHS-HRSA,Grant,2026-03-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361435
GRANTS-GOV-361426,Grants.gov,NEI Center Core Grant for Vision Research (P30 Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-03-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361426
GRANTS-GOV-361429,Grants.gov,Scholarships for Disadvantaged Students (SDS),HHS-HRSA,Grant,2026-03-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361429
GRANTS-GOV-361425,Grants.gov,Medical Student Education Program (MSE),HHS-HRSA,Grant,2026-03-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361425
GRANTS-GOV-361428,Grants.gov,Primary Care Dental Faculty Development Center Program (PCDFD),HHS-HRSA,Grant,2026-03-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361428
GRANTS-GOV-361424,Grants.gov,Nurse Faculty Loan Program (NFLP),HHS-HRSA,Grant,2026-03-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361424
GRANTS-GOV-361408,Grants.gov,Urgent Competitive Revision to Existing NIH Grants and Cooperative Agreements (Urgent Supplement Clinical Trial Optional),HHS-NIH11,Grant,2026-03-04,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361408
GRANTS-GOV-361394,Grants.gov,NEI Collaborative Clinical Vision Research (UG1 - Clinical Trial Optional),HHS-NIH11,Grant,2026-03-03,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361394
GRANTS-GOV-361399,Grants.gov,"Precision Approaches in Radiation Synthetic Combinations (PAIRS, RP1 Clinical Trial Optional)",HHS-NIH11,Grant,2026-03-03,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361399
GRANTS-GOV-361376,Grants.gov,"Strategies to Link, Engage, and Retain Men with HIV in Care: Evaluation Provider",HHS-HRSA,Grant,2026-02-26,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361376
GRANTS-GOV-361377,Grants.gov,"Strategies to Link, Engage, and Retain Men with HIV in Care: Implementation Technical Assistance Provider",HHS-HRSA,Grant,2026-02-26,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361377
GRANTS-GOV-361375,Grants.gov,Dental Faculty Loan Repayment Program (DFLRP),HHS-HRSA,Grant,2026-02-26,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361375
GRANTS-GOV-361364,Grants.gov,Delta Rural Integrated Health Network Program,HHS-HRSA,Grant,2026-02-24,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361364
GRANTS-GOV-361322,Grants.gov,Collaborative Program Grant for Multidisciplinary Teams,HHS-NIH11,Grant,2026-02-19,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361322
GRANTS-GOV-361329,Grants.gov,Comprehensive Addiction and Recovery Act (CARA),HHS-CDC-NCIPC,Grant,2026-02-19,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361329
GRANTS-GOV-361316,Grants.gov,Rural Community Health Support Program,HHS-HRSA,Grant,2026-02-18,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361316
GRANTS-GOV-361318,Grants.gov,"NLM Institutional Grants for Research Training in Biomedical Informatics, Data Science, and AI",HHS-NIH11,Grant,2026-02-18,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361318
GRANTS-GOV-361304,Grants.gov,HEAL Initiative Whole Joint Health Program,HHS-NIH11,Grant,2026-02-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361304
GRANTS-GOV-361310,Grants.gov,Emergency Medical Services for Children (EMSC) National Pediatric Readiness Coordinating Center Cooperative Agreement,HHS-HRSA,Grant,2026-02-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361310
GRANTS-GOV-361294,Grants.gov,Global Collaborative Research Training on Non-Communicable Diseases and Disorders Across the Lifespan,HHS-NIH11,Grant,2026-02-13,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361294
GRANTS-GOV-361287,Grants.gov,Genomic and Biologic Therapies for ADRD (U01 Clinical Trial Optional),HHS-NIH11,Grant,2026-02-12,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361287
GRANTS-GOV-361282,Grants.gov,Network of the National Library of Medicine Coordinating Center (U24 Clinical Trial Optional),HHS-NIH11,Grant,2026-02-11,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361282
GRANTS-GOV-361279,Grants.gov,NIH Research Program Projects (Parent P01 Clinical Trial Optional),HHS-NIH11,Grant,2026-02-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361279
GRANTS-GOV-361276,Grants.gov,Pancreatic Cancer Detection Consortium: Management and Data Coordination Unit (U24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-02-11,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361276
GRANTS-GOV-361275,Grants.gov,Pancreatic Cancer Detection Consortium: Research Units (U01 Clinical Trial Optional),HHS-NIH11,Grant,2026-02-11,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361275
GRANTS-GOV-361284,Grants.gov,Network of the National Library of Medicine Regional Medical Libraries (UG4 Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-02-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361284
GRANTS-GOV-361270,Grants.gov,Native American Research Centers for Health (NARCH),HHS-NIH11,Grant,2026-02-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361270
GRANTS-GOV-361263,Grants.gov,Genomic Community Resources (U24 Clinical Trials Not Allowed),HHS-NIH11,Grant,2026-02-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361263
GRANTS-GOV-361255,Grants.gov,"ORACLE 3C: Chronic Conditions, Coinfections, and Comorbidities in HIV",HHS-NIH11,Grant,2026-02-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361255
GRANTS-GOV-361252,Grants.gov,Global Infectious Diseases Research Training Program (D43 Clinical Trial Optional),HHS-NIH11,Grant,2026-02-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361252
GRANTS-GOV-361251,Grants.gov,Institutional Mentored Career Development Award (K12),HHS-NIH11,Grant,2026-02-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361251
GRANTS-GOV-361242,Grants.gov,Single Source for Chronic Kidney Diseases of UnceRtain Etiology (CKDu) in Agricultural Communities (CURE) Research Consortium - Data Coordinating Center (DCC),HHS-NIH11,Grant,2026-02-05,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361242
GRANTS-GOV-361239,Grants.gov,Building Sustainable Software Tools for Open Science (R03 Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-02-05,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361239
GRANTS-GOV-361241,Grants.gov,Single Source: Chronic Kidney Diseases of UnceRtain Etiology (CKDu) in Agricultural Communities (CURE) Research Consortium- Renal and Environmental Science Core (U01-Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-02-05,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361241
GRANTS-GOV-361235,Grants.gov,Rigor and Reproducibility for Biomarkers in Type 1 Diabetes Clinical Research,HHS-NIH11,Grant,2026-02-04,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361235
GRANTS-GOV-361214,Grants.gov,Controlled Clinical Trials on Long-Term Effects of Nutritional Interventions on the Progression of Risk Factors for Age-Related Chronic Conditions Over the Life Span and Their Age of Onset,HHS-NIH11,Grant,2026-01-29,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361214
GRANTS-GOV-361215,Grants.gov,NIA Research and Entrepreneurial Development Immersion (REDI): Entrepreneurship Enhancement Award,HHS-NIH11,Grant,2026-01-29,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361215
GRANTS-GOV-361208,Grants.gov,Coordinating Center for National Resource Network for the Study of Human Auditory and Vestibular Disorders,HHS-NIH11,Grant,2026-01-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361208
GRANTS-GOV-361204,Grants.gov,Pilot and Feasibility Studies in Preparation for Substance Use and HIV Prevention Intervention and Services Research Trials,HHS-NIH11,Grant,2026-01-26,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361204
GRANTS-GOV-361207,Grants.gov,National Resource Network for the Study of Human Auditory and Vestibular Disorders,HHS-NIH11,Grant,2026-01-26,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361207
GRANTS-GOV-361206,Grants.gov,ROSS Rapid Response Program,HUD,Grant,2026-01-26,2027-01-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361206
